400	0.01321
401	0.013208
402	0.0132
403	0.013203
404	0.013222
405	0.013249
406	0.013285
407	0.013326
408	0.013376
409	0.013424
410	0.013462
411	0.013493
412	0.013537
413	0.013591
414	0.013654
415	0.01371
416	0.013771
417	0.01383
418	0.013889
419	0.013951
420	0.014011
421	0.014057
422	0.014111
423	0.014166
424	0.014228
425	0.014296
426	0.014347
427	0.014376
428	0.014411
429	0.014455
430	0.014487
431	0.014512
432	0.014548
433	0.014582
434	0.014612
435	0.01464
436	0.014668
437	0.014693
438	0.014717
439	0.014742
440	0.014775
441	0.014819
442	0.014858
443	0.014898
444	0.014934
445	0.01498
446	0.015015
447	0.015053
448	0.0151
449	0.015152
450	0.015206
451	0.015266
452	0.015332
453	0.0154
454	0.015463
455	0.015528
456	0.015589
457	0.015658
458	0.015721
459	0.015777
460	0.015832
461	0.015876
462	0.015913
463	0.015947
464	0.015982
465	0.016024
466	0.016066
467	0.0161
468	0.01613
469	0.016169
470	0.016201
471	0.016225
472	0.016246
473	0.016269
474	0.016292
475	0.016311
476	0.016334
477	0.016361
478	0.016391
479	0.016419
480	0.016452
481	0.016501
482	0.016554
483	0.016615
484	0.016689
485	0.01678
486	0.016882
487	0.017001
488	0.017147
489	0.017315
490	0.017506
491	0.017716
492	0.017957
493	0.018226
494	0.018522
495	0.018855
496	0.019226
497	0.019643
498	0.020106
499	0.020605
500	0.021159
501	0.02176
502	0.022419
503	0.023135
504	0.023908
505	0.024742
506	0.025651
507	0.026636
508	0.027679
509	0.028806
510	0.030005
511	0.031292
512	0.032666
513	0.034123
514	0.035645
515	0.037262
516	0.03892
517	0.040632
518	0.042376
519	0.044147
520	0.045928
521	0.047705
522	0.049471
523	0.051187
524	0.052832
525	0.05439
526	0.055848
527	0.057193
528	0.058402
529	0.059492
530	0.060466
531	0.061309
532	0.062022
533	0.062625
534	0.063114
535	0.063504
536	0.063797
537	0.064026
538	0.064184
539	0.064293
540	0.064317
541	0.064384
542	0.064398
543	0.064414
544	0.064421
545	0.064461
546	0.064492
547	0.064555
548	0.064608
549	0.06469
550	0.064715
551	0.064727
552	0.064679
553	0.064615
554	0.06449
555	0.064303
556	0.064014
557	0.063706
558	0.063295
559	0.062827
560	0.062339
561	0.061787
562	0.061165
563	0.060478
564	0.05973
